127.0.0.1 - - [08/Aug/2020:01:42:41 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [08/Aug/2020:01:42:45 +0530] "GET /covid19_patient_monitor/ HTTP/1.1" 404 713
0:0:0:0:0:0:0:1 - - [08/Aug/2020:01:42:55 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:21:21 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:22:18 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:23:47 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:25:04 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:25:30 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:25:44 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:25:44 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:26:11 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:29:05 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:29:06 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:31:00 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:31:01 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:31:02 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:31:03 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:31:50 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:31:51 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:33:19 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:33:20 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:33:24 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:33:25 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:35:02 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:35:03 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:36:33 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:36:34 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:44:45 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:44:46 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:51 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:52 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:53 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:53 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:54 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:55 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:55 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:56 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:56 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:57 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:58 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:58 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:47:59 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:48:00 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:48:01 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:48:01 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:48:02 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:48:02 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:48:03 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:48:04 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:48:05 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:48:06 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2020:02:48:06 +0530] "GET /covid19_patient_monitor/patient_vitals?p_id=789 HTTP/1.1" 200 964
